13,36,55,0.0,3.1867058,4.9266863,0
13,36,57,3.1818182,3.1818182,4.931574,0
13,36,59,3.1867058,3.1818182,4.931574,0
13,37,1,3.1867058,3.1867058,4.931574,0
13,37,6,3.1867058,3.1867058,4.9266863,0
13,37,8,3.1818182,3.1818182,4.931574,0
13,37,10,3.1867058,3.1818182,4.931574,0
13,37,12,3.1867058,3.1867058,4.931574,0
13,37,14,3.1818182,3.1818182,4.931574,0
13,37,16,3.1818182,3.1818182,4.931574,0
13,37,18,3.1818182,3.1818182,4.931574,0
13,37,20,4.9266863,3.1867058,4.9266863,0
13,37,22,3.1818182,3.1818182,4.9266863,0
13,37,24,3.1818182,3.1818182,4.931574,0
13,37,26,3.1867058,3.1818182,4.9266863,0
13,37,28,3.1818182,3.1818182,4.931574,0
13,37,30,4.9266863,3.1867058,4.9266863,0
13,37,32,3.1818182,3.1818182,4.9266863,0
13,37,34,3.1818182,3.1818182,4.931574,0
13,37,36,4.9266863,3.1867058,4.9266863,0
13,37,38,3.1818182,3.1818182,4.9266863,0
13,37,40,3.1818182,3.1818182,4.9266863,0
13,37,42,3.1818182,3.1818182,4.931574,0
13,37,44,4.9266863,3.1867058,4.9266863,0
13,37,46,3.1818182,3.1818182,4.9266863,0
13,37,48,3.1818182,3.1818182,4.931574,0
13,37,50,3.1818182,3.1818182,4.9266863,0
13,37,52,3.1818182,3.1818182,4.931574,0
13,37,54,3.1818182,3.1818182,4.9266863,0
13,37,56,4.9266863,3.1867058,4.9266863,0
13,37,58,3.1818182,3.1818182,4.9266863,0
13,38,0,4.9266863,3.1867058,4.9266863,0
13,38,2,3.1818182,3.1818182,4.9266863,0
13,38,4,3.1818182,3.1818182,4.931574,0
13,38,6,4.9266863,3.1867058,4.9266863,0
13,38,8,4.9266863,3.1818182,4.9266863,0
13,38,10,3.1818182,3.1818182,4.931574,0
13,38,12,3.1818182,3.1818182,4.931574,0
13,38,14,3.1818182,3.1818182,4.931574,0
13,38,16,3.1818182,3.1818182,4.931574,0
13,38,18,4.9266863,3.1867058,4.9266863,0
13,38,20,3.1818182,3.1818182,4.9266863,0
13,38,22,3.1867058,3.1818182,4.931574,0
13,38,24,4.9266863,3.1867058,4.9266863,0
13,38,26,4.9266863,3.1867058,4.9266863,0
13,38,28,4.9266863,3.1867058,4.9266863,0
13,38,30,4.9266863,3.1818182,4.9266863,0
13,38,32,4.9266863,3.1867058,4.9266863,0
13,38,34,4.9266863,3.1867058,4.9266863,0
13,38,36,4.9217987,3.1867058,4.9266863,0
13,38,38,3.323558,3.1818182,4.9266863,0
13,38,40,4.9266863,3.1867058,4.9266863,0
13,38,42,3.1818182,3.1818182,4.9266863,0
13,38,44,4.9266863,3.1867058,4.9266863,0
13,38,46,4.9266863,3.1867058,4.9266863,0
13,38,48,3.1818182,3.1818182,4.931574,0
13,38,50,3.1818182,3.1818182,4.9266863,0
13,38,52,4.9266863,3.1867058,4.9266863,0
13,38,54,3.1818182,3.1818182,4.931574,0
13,38,56,3.1818182,3.1818182,4.9266863,0
13,38,58,4.9217987,3.1818182,4.9266863,0
13,39,0,4.9266863,3.1867058,4.9266863,0
13,39,2,3.1818182,3.1818182,4.931574,0
13,39,4,3.1818182,3.1818182,4.931574,0
13,39,6,3.1867058,3.1818182,4.9266863,0
13,39,8,4.9266863,3.1867058,4.9266863,0
13,39,10,3.1818182,3.1867058,4.9266863,0
13,39,12,3.1818182,3.1818182,4.9217987,0
13,39,14,3.1818182,3.1818182,4.9266863,0
13,39,16,4.9266863,3.1818182,4.9364614,0
13,39,18,3.1867058,3.1818182,4.9266863,0
13,39,20,4.9217987,3.1818182,4.9217987,0
13,39,22,3.1818182,3.1818182,4.931574,0
13,39,24,3.7292278,3.1818182,4.9217987,0
13,39,26,3.1818182,3.1818182,4.9266863,0
13,39,28,3.1818182,3.1818182,4.931574,0
13,39,30,3.1867058,3.1915934,4.9217987,0
13,39,32,3.1769307,3.1818182,4.9266863,0
13,39,34,3.1818182,3.1818182,4.9266863,0
13,39,36,3.1818182,3.1818182,4.9364614,0
13,39,38,4.9217987,3.1818182,4.9217987,0
13,39,40,3.1818182,3.1818182,4.9266863,0
13,39,42,3.1818182,3.1818182,4.931574,0
13,39,44,4.9217987,3.1818182,4.9217987,0
13,39,46,3.1818182,3.1818182,4.931574,0
13,39,48,3.1818182,3.1818182,4.9266863,0
13,39,50,4.9217987,3.1818182,4.9266863,0
13,39,52,3.1818182,3.1818182,4.931574,0
13,39,54,3.1769307,3.1818182,4.9266863,0
13,39,56,3.1818182,3.1818182,4.9266863,0
13,39,58,4.9217987,3.1867058,4.9266863,0
13,40,0,3.1769307,3.1769307,4.9266863,0
13,40,2,3.1818182,3.1818182,4.9266863,0
13,40,4,4.9217987,3.1818182,4.9266863,0
13,40,6,3.1867058,3.1769307,4.9217987,0
13,40,8,3.1818182,3.1818182,4.9266863,0
13,40,10,4.9217987,3.1818182,4.931574,0
13,40,12,3.1867058,3.1818182,4.9266863,0
13,40,14,3.1818182,3.1818182,4.9217987,0
13,40,16,4.9266863,3.1867058,4.931574,0
13,40,18,3.1818182,3.1818182,4.9266863,0
13,40,20,3.1818182,3.1818182,4.9266863,0
13,40,22,4.9217987,3.1818182,4.931574,0
13,40,24,3.3040078,3.1818182,4.9217987,0
13,40,26,3.1818182,3.1818182,4.9266863,0
13,40,28,4.9217987,3.1867058,4.9266863,0
13,40,30,3.1769307,3.1769307,4.9266863,0
13,40,32,4.9217987,3.1818182,4.9217987,0
13,40,34,4.9217987,3.1818182,4.9266863,0
13,40,36,4.9266863,3.1867058,4.9217987,0
13,40,38,3.1818182,3.1818182,4.9364614,0
13,40,40,3.1818182,3.1769307,4.9266863,0
13,40,42,3.1818182,3.1818182,4.9266863,0
13,40,44,4.9217987,3.1867058,4.9266863,0
13,40,46,4.916911,3.1818182,4.9217987,0
13,40,48,3.1818182,3.1818182,4.9266863,0
13,40,50,3.1818182,3.1818182,4.9364614,0
13,40,52,4.9266863,3.1818182,4.9217987,0
13,40,54,3.1818182,3.1818182,4.9266863,0
13,40,56,3.1818182,3.1818182,4.9364614,0
13,40,58,3.1867058,3.1769307,4.9217987,0
13,41,0,4.9217987,3.1818182,4.9217987,0
13,41,2,4.9217987,3.1818182,4.931574,0
13,41,4,4.9217987,3.1818182,4.9217987,0
13,41,6,3.1818182,3.1818182,4.9217987,0
13,41,8,3.1818182,3.1818182,4.931574,0
13,41,10,4.9217987,3.1818182,4.9217987,0
13,41,12,3.1818182,3.1818182,4.9217987,0
13,41,14,3.1818182,3.1867058,4.9217987,0
13,41,16,3.2355816,3.1818182,4.9266863,0
13,41,18,3.1818182,3.1818182,4.9266863,0
13,41,20,3.1818182,3.1818182,4.9364614,0
13,41,22,3.1867058,3.1818182,4.9266863,0
13,41,24,3.1818182,3.1818182,4.9266863,0
13,41,26,3.1818182,3.1818182,4.9266863,0
13,41,28,3.1818182,3.1818182,4.9266863,0
13,41,30,4.9266863,3.1818182,4.9266863,0
13,41,32,3.1818182,3.1867058,4.9266863,0
13,41,34,3.1769307,3.1818182,4.9266863,0
13,41,36,4.9217987,3.1818182,4.9217987,0
13,41,38,3.1818182,3.1818182,4.9266863,0
13,41,40,3.1818182,3.1818182,4.9266863,0
13,41,42,4.9266863,3.1818182,4.9217987,0
13,41,44,3.1818182,3.1818182,4.9364614,0
13,41,46,4.931574,3.1818182,4.9217987,0
13,41,48,3.1818182,3.1818182,4.9266863,0
13,41,50,3.1818182,3.1818182,4.931574,0
13,41,52,4.931574,3.1818182,4.9217987,0
13,41,54,3.1818182,3.1818182,4.9217987,0
13,41,56,4.9217987,3.1818182,4.9217987,0
13,41,58,3.1818182,3.1867058,4.9217987,0
13,42,0,4.9217987,3.1818182,4.9266863,0
13,42,2,4.423265,3.1818182,4.9266863,0
13,42,4,3.1818182,3.1915934,4.9217987,0
13,42,6,3.1769307,3.1818182,4.9266863,0
13,42,8,4.9217987,3.1867058,4.9217987,0
13,42,10,3.1769307,3.1867058,4.9266863,0
13,42,12,3.1818182,3.1818182,4.9217987,0
13,42,14,4.9217987,3.1818182,4.9217987,0
13,42,16,4.9217987,3.1867058,4.9266863,0
13,42,18,3.9687195,3.1818182,4.9217987,0
13,42,20,3.1818182,3.1818182,4.9266863,0
13,42,22,4.9217987,3.1818182,4.9266863,0
13,42,24,4.9266863,3.1867058,4.9266863,0
13,42,26,3.1818182,3.1818182,4.931574,0
13,42,28,3.1818182,3.1769307,4.9266863,0
13,42,30,3.1818182,3.1769307,4.9266863,0
13,42,32,3.1818182,3.1867058,4.9266863,0
13,42,34,3.1769307,3.1769307,4.9266863,0
13,42,36,3.1818182,3.1818182,4.9266863,0
13,42,38,3.1818182,3.1867058,4.9217987,0
13,42,40,4.9217987,3.1818182,4.9217987,0
13,42,42,3.1818182,3.1818182,4.9266863,0
13,42,44,3.9198437,3.1867058,4.9217987,0
13,42,46,4.9217987,3.1818182,4.9217987,0
13,42,48,4.9217987,3.1818182,4.9217987,0
13,42,50,4.9217987,3.1818182,4.9364614,0
13,42,52,3.1867058,3.1769307,4.9266863,0
13,42,54,4.9217987,3.1818182,4.9266863,0
13,42,56,3.1818182,3.1818182,4.9364614,0
13,42,58,3.1867058,3.1769307,4.9217987,0
13,43,0,4.9217987,3.1818182,4.9266863,0
13,43,2,3.1818182,3.1818182,4.931574,0
13,43,4,4.931574,3.1818182,4.9217987,0
13,43,6,3.1818182,3.1818182,4.9217987,0
13,43,8,3.1818182,3.1818182,4.9266863,0
13,43,10,3.1818182,3.1818182,4.9217987,0
13,43,12,3.1818182,3.1818182,4.9266863,0
13,43,14,4.9266863,3.1818182,4.9217987,0
13,43,16,4.9266863,3.1818182,4.9266863,0
13,43,18,4.9217987,3.1818182,4.9217987,0
13,43,20,4.9217987,3.1867058,4.9266863,0
13,43,22,4.9266863,3.1818182,4.9217987,0
13,43,24,3.1818182,3.1818182,4.9217987,0
13,43,26,3.1818182,3.1818182,4.9217987,0
13,43,28,3.1915934,3.1769307,4.9217987,0
13,43,30,3.1818182,3.1818182,4.9266863,0
13,43,32,3.1818182,3.1818182,4.931574,0
13,43,34,3.1867058,3.1818182,4.9217987,0
13,43,36,3.1818182,3.1818182,4.9266863,0
13,43,38,3.1818182,3.1818182,4.9266863,0
13,43,40,4.931574,3.1818182,4.9217987,0
13,43,42,4.9217987,3.1818182,4.9217987,0
13,43,44,4.125122,3.1867058,4.9217987,0
13,43,46,4.931574,3.1867058,4.9217987,0
13,43,48,4.9217987,3.1818182,4.9217987,0
13,43,50,3.1818182,3.1818182,4.9266863,0
13,43,52,3.1818182,3.1818182,4.9266863,0
13,43,54,4.916911,3.1818182,4.9217987,0
13,43,56,4.9217987,3.1818182,4.9217987,0
13,43,58,3.1818182,3.1867058,4.9266863,0
13,44,0,3.1818182,3.1818182,4.9266863,0
13,44,2,3.1818182,3.1818182,4.9266863,0
13,44,4,3.1818182,3.1818182,4.9266863,0
13,44,6,4.9217987,3.1818182,4.9217987,0
13,44,8,3.1818182,3.1818182,4.9266863,0
13,44,10,4.9217987,3.1818182,4.9217987,0
