15,50,26,3.3088953,3.3040078,4.9462366,31030.654,0
15,50,27,3.3088953,3.3088953,4.951124,31302.764,0
15,50,27,3.3040078,3.3040078,4.956012,31304.766,0
15,50,28,3.3088953,3.3088953,4.965787,31306.768,0
15,50,29,3.3088953,3.3088953,4.951124,31302.764,0
15,50,29,3.3040078,3.3040078,4.956012,31304.766,0
15,50,29,3.3088953,3.3088953,4.965787,31306.768,0
15,50,30,3.3040078,3.3040078,4.951124,0.0,0
15,50,30,3.3040078,3.3040078,4.951124,2.0,0
15,50,31,3.3040078,3.3040078,4.9462366,4.001,0
15,50,32,3.3040078,3.3040078,4.956012,6.002,0
15,50,34,3.3040078,3.3040078,4.956012,8.003,0
15,50,36,3.3040078,3.3040078,4.956012,10.004,0
15,50,38,3.3040078,3.3040078,4.951124,12.005,0
15,50,40,3.3040078,3.3040078,4.951124,14.006,0
15,50,42,3.3040078,3.3040078,4.951124,16.006,0
15,50,44,3.3040078,3.3040078,4.951124,18.007,0
15,50,46,3.3040078,3.3040078,4.951124,20.007,0
15,50,48,3.3040078,3.3040078,4.9462366,22.008,0
15,50,50,3.3040078,3.3040078,4.951124,24.009,0
15,50,52,3.3040078,3.3040078,4.956012,26.01,0
15,50,54,3.3040078,3.3040078,4.956012,28.011,0
15,50,56,3.2991202,3.2991202,4.9462366,30.012,0
15,50,58,3.2991202,3.2991202,4.9462366,32.013,0
15,51,0,3.2991202,3.2991202,4.951124,34.014,0
15,51,2,3.2991202,3.2991202,4.9462366,36.015,0
15,51,4,3.2991202,3.2991202,4.941349,38.016,0
15,51,6,3.2991202,3.2991202,4.9462366,40.015,0
15,51,8,3.2991202,3.2991202,4.941349,42.016,0
15,51,10,3.2991202,3.2991202,4.941349,44.017,0
15,51,12,3.2991202,3.2991202,4.9462366,46.018,0
15,51,14,3.2942326,3.2991202,4.951124,48.019,0
15,51,16,3.2991202,3.2991202,4.9462366,50.02,0
15,51,18,3.1818182,3.2942326,4.9462366,52.021,0
15,51,20,3.2991202,3.2991202,4.9462366,54.022,0
15,51,22,3.2991202,3.2991202,4.951124,56.023,0
15,51,24,4.9217987,3.2991202,4.941349,58.023,0
15,51,26,3.2991202,3.2991202,4.956012,60.024,0
15,51,28,3.2991202,3.2942326,4.951124,62.025,0
15,51,30,3.2991202,3.2942326,4.9462366,64.026,0
15,51,32,3.2991202,3.2991202,4.9462366,66.026,0
15,51,34,3.2991202,3.2942326,4.43304,68.027,0
15,51,36,3.2942326,3.2991202,3.5826,70.028,0
15,51,38,3.2991202,3.2991202,3.1182795,72.029,0
15,51,40,3.2991202,3.2991202,2.795699,74.03,0
15,51,42,3.2991202,3.2942326,2.5513196,76.03,0
15,51,44,3.2942326,3.2942326,2.3704789,78.031,0
15,51,46,3.2991202,3.2942326,2.2336266,80.032,0
15,51,48,3.2991202,3.3040078,2.1260998,82.033,0
15,51,50,3.2991202,3.2991202,2.086999,84.034,0
15,51,52,3.2991202,3.2991202,2.062561,86.035,0
15,51,54,3.2991202,3.2942326,2.0332355,88.036,0
15,51,56,3.2942326,3.2746823,2.00391,90.037,0
15,51,58,3.3040078,3.2991202,1.9794722,92.037,0
15,52,0,3.2991202,3.2991202,1.9501467,94.038,0
15,52,2,3.3040078,3.3040078,1.9257087,96.038,0
15,52,4,3.2991202,3.289345,1.8963832,98.039,0
15,52,6,3.2991202,3.2991202,1.8719453,100.04,0
15,52,8,3.2942326,3.2991202,1.8475074,102.041,0
15,52,10,3.2991202,3.3040078,1.827957,104.042,0
15,52,12,3.2991202,3.2991202,1.7986314,106.043,0
15,52,14,3.2942326,3.2991202,1.7790811,108.044,0
15,52,16,3.2991202,3.2991202,1.7546432,110.045,0
15,52,18,3.2795699,3.2991202,1.7350929,112.046,0
15,52,20,3.2991202,3.2991202,1.7155426,114.046,0
15,52,22,3.2991202,3.2942326,1.6911047,116.047,0
15,52,24,3.2942326,3.2991202,1.6715542,118.047,0
15,52,26,3.2991202,3.2991202,1.6520039,120.048,0
15,52,28,3.2502444,3.2991202,1.6373411,122.049,0
15,52,30,3.3040078,3.2991202,1.6177908,124.05,0
15,52,32,3.2991202,3.2991202,1.6031281,126.051,0
15,52,34,3.2991202,3.2991202,1.5835778,128.052,0
15,52,36,3.2991202,3.3040078,1.568915,130.053,0
15,52,38,3.3040078,3.3040078,1.5542521,132.054,0
15,52,40,3.2991202,3.2991202,1.5347018,134.054,0
15,52,42,3.1671555,3.3040078,1.5200391,136.055,0
15,52,44,3.2991202,3.2991202,1.5053763,138.056,0
15,52,46,3.2991202,3.2991202,1.4907136,140.057,0
15,52,48,3.2991202,3.2991202,1.4760509,142.058,0
15,52,50,3.3040078,3.3040078,1.4613881,144.058,0
15,52,52,3.3040078,3.3040078,1.4467254,146.059,0
15,52,54,3.2991202,3.2991202,1.4320625,148.06,0
15,52,56,3.2991202,3.2991202,1.4173998,150.061,0
15,52,58,3.2991202,3.2991202,1.402737,152.061,0
15,53,0,3.2991202,3.2942326,1.3880743,154.062,0
15,53,2,3.2991202,3.2991202,1.3782991,156.063,0
15,53,4,3.2991202,3.2991202,1.3636364,158.064,0
15,53,6,3.2942326,3.2942326,1.3489736,160.065,0
15,53,8,3.2942326,3.2942326,1.3391985,162.066,0
15,53,10,3.2991202,3.2942326,1.3294233,164.067,0
15,53,12,3.2942326,3.2942326,1.3147606,166.068,0
15,53,14,3.2942326,3.2844574,1.3049853,168.068,0
15,53,16,3.2942326,3.2991202,1.2952101,170.068,0
15,53,18,3.2991202,3.2942326,1.2805474,172.069,0
15,53,20,3.2942326,3.2942326,1.2707722,174.07,0
15,53,22,3.2942326,3.2991202,1.260997,176.071,0
15,53,24,3.2942326,3.2942326,1.2463343,178.072,0
15,53,26,3.2942326,3.2991202,1.2365592,180.073,0
15,53,28,3.2991202,3.2942326,1.226784,182.074,0
15,53,30,3.2942326,3.2991202,1.2170088,184.075,0
15,53,32,3.2942326,3.2942326,1.2121212,186.076,0
15,53,34,3.2942326,3.2942326,1.1974585,188.077,0
15,53,36,3.2942326,3.2942326,1.1876833,190.077,0
15,53,38,3.2942326,3.2942326,1.1779081,192.078,0
15,53,40,3.2942326,3.2942326,1.1632453,194.078,0
15,53,42,3.2355816,3.2991202,1.1632453,196.079,0
15,53,44,3.2942326,3.2991202,1.1534702,198.08,0
15,53,46,3.1671555,3.2942326,1.143695,200.081,0
15,53,48,3.2942326,3.2942326,1.1388074,202.082,0
15,53,50,3.2942326,3.2942326,1.1290323,204.083,0
15,53,52,3.2942326,3.2942326,1.0997068,206.084,0
15,53,54,3.2942326,3.2942326,1.1143695,208.084,0
15,53,56,3.2942326,3.2942326,1.1045943,210.085,0
15,53,58,3.2942326,3.2991202,1.0997068,212.086,0
15,54,0,3.2942326,3.2942326,1.0899316,214.087,0
15,54,2,3.2942326,3.2942326,1.0801564,216.088,0
15,54,4,3.2991202,3.2942326,1.0752689,218.088,0
15,54,6,3.2991202,3.2991202,1.0703813,220.089,0
